"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"1928";40;"Private,";283174;"Assoc-voc,";11;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1929";45;"Private,";165937;"HS-grad,";9;"Divorced,";"Transport-moving,";"Own-child,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1930";50;"?,";194186;"HS-grad,";9;"Married-civ-spouse,";"?,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1931";37;"Private,";135436;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1977;60;"United-States,";">50K"
"1932";48;"Self-emp-inc,";51579;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1933";34;"Self-emp-not-inc,";203488;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1934";34;"Self-emp-inc,";127651;"Bachelors,";13;"Divorced,";"Farming-fishing,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1935";29;"Private,";307812;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1936";42;"Private,";26672;"Assoc-voc,";11;"Never-married,";"Adm-clerical,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1937";34;"Private,";34572;"HS-grad,";9;"Never-married,";"Handlers-cleaners,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1938";71;"Self-emp-inc,";66624;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;2392;60;"United-States,";"<=50K"
"1939";24;"Private,";220944;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1940";30;"Private,";112358;"Bachelors,";13;"Married-civ-spouse,";"Other-service,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1941";47;"Self-emp-not-inc,";216657;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1942";62;"Private,";88055;"Some-college,";10;"Married-civ-spouse,";"Adm-clerical,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1943";49;"Self-emp-not-inc,";171540;"Some-college,";10;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1944";59;"Self-emp-not-inc,";195835;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1945";21;"Private,";116489;"Some-college,";10;"Never-married,";"Sales,";"Own-child,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1946";41;"Local-gov,";195897;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1947";52;"Self-emp-not-inc,";104501;"Some-college,";10;"Married-civ-spouse,";"Tech-support,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1948";49;"Private,";309033;"Assoc-voc,";11;"Married-civ-spouse,";"Prof-specialty,";"Wife,";"White,";"Female,";15024;0;60;"United-States,";"<=50K"
"1949";43;"Self-emp-not-inc,";96129;"11th,";7;"Married-civ-spouse,";"Handlers-cleaners,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1950";30;"Self-emp-not-inc,";79303;"Assoc-voc,";11;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1951";32;"Private,";53277;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1952";33;"Self-emp-not-inc,";127894;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1953";28;"Private,";282389;"HS-grad,";9;"Never-married,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1954";45;"Private,";242391;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1955";34;"Private,";106014;"Some-college,";10;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1956";29;"Private,";71860;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1957";41;"Self-emp-inc,";94113;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1958";27;"Private,";176683;"Assoc-voc,";11;"Married-civ-spouse,";"Other-service,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1959";29;"Self-emp-inc,";104737;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1960";60;"Local-gov,";195453;"Assoc-voc,";11;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1961";37;"Private,";128715;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1962";36;"Private,";111128;"Some-college,";10;"Separated,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1963";41;"Private,";170331;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1964";31;"Private,";340880;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1965";56;"Private,";189975;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;1902;60;"United-States,";">50K"
"1966";49;"Self-emp-inc,";213140;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1902;60;"United-States,";"<=50K"
"1967";38;"Private,";95654;"HS-grad,";9;"Married-civ-spouse,";"Adm-clerical,";"Wife,";"White,";"Female,";0;0;60;"United-States,";">50K"
"1968";54;"Private,";146834;"10th,";6;"Married-civ-spouse,";"Machine-op-inspct,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1969";50;"?,";123044;"Masters,";14;"Married-civ-spouse,";"?,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1970";51;"Private,";230858;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;1977;60;"United-States,";">50K"
"1971";32;"Private,";190228;"HS-grad,";9;"Never-married,";"Other-service,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1972";42;"Private,";268183;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1485;60;"United-States,";">50K"
"1973";27;"Private,";140863;"HS-grad,";9;"Never-married,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1974";46;"Private,";113390;"Masters,";14;"Married-civ-spouse,";"Adm-clerical,";"Husband,";"White,";"Male,";0;1740;60;"United-States,";"<=50K"
"1975";49;"?,";481987;"HS-grad,";9;"Married-civ-spouse,";"?,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1976";39;"Private,";257942;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1977";32;"Private,";90705;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1978";41;"Private,";149102;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1979";32;"Private,";160634;"Bachelors,";13;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1980";29;"Self-emp-not-inc,";69132;"Prof-school,";15;"Divorced,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";99999;0;60;"United-States,";">50K"
"1981";35;"Self-emp-inc,";140854;"HS-grad,";9;"Never-married,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1982";42;"Private,";433170;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1983";33;"Private,";279173;"HS-grad,";9;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1984";45;"Self-emp-not-inc,";328051;"Masters,";14;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1985";50;"Self-emp-inc,";167793;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;2415;60;"United-States,";">50K"
"1986";25;"Private,";283515;"Some-college,";10;"Never-married,";"Protective-serv,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1987";46;"Self-emp-inc,";285335;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1988";35;"Self-emp-not-inc,";60269;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1989";19;"?,";199495;"Some-college,";10;"Never-married,";"?,";"Own-child,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1990";34;"Private,";97355;"Some-college,";10;"Divorced,";"Sales,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1991";41;"Private,";112507;"10th,";6;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1992";43;"Private,";115932;"Bachelors,";13;"Never-married,";"Sales,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1993";18;"?,";67793;"HS-grad,";9;"Never-married,";"?,";"Own-child,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1994";40;"Private,";209547;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1995";31;"Private,";91666;"HS-grad,";9;"Never-married,";"Exec-managerial,";"Own-child,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1996";44;"Private,";106900;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1997";42;"Self-emp-not-inc,";29320;"Prof-school,";15;"Divorced,";"Prof-specialty,";"Unmarried,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1998";33;"Private,";115496;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1999";50;"Self-emp-inc,";283676;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";15024;0;60;"United-States,";">50K"
"2000";40;"Private,";321856;"HS-grad,";9;"Divorced,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2001";28;"Private,";300915;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2002";46;"Self-emp-inc,";216414;"Masters,";14;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;1977;60;"United-States,";">50K"
"2003";45;"Private,";102308;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";15024;0;60;"United-States,";">50K"
"2004";23;"Private,";183945;"Some-college,";10;"Never-married,";"Adm-clerical,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2005";48;"Self-emp-not-inc,";108557;"Some-college,";10;"Divorced,";"Sales,";"Not-in-family,";"White,";"Female,";3325;0;60;"United-States,";"<=50K"
"2006";27;"Local-gov,";163862;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2007";39;"Private,";318452;"11th,";7;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2008";50;"Self-emp-inc,";304955;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2009";41;"Self-emp-not-inc,";144002;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2010";41;"Local-gov,";112797;"Masters,";14;"Divorced,";"Prof-specialty,";"Unmarried,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2011";43;"Self-emp-inc,";117158;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";15024;0;60;"United-States,";">50K"
"2012";50;"Private,";20795;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2013";64;"Private,";98586;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2014";54;"Private,";176240;"Masters,";14;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";7688;0;60;"United-States,";"<=50K"
"2015";58;"Self-emp-inc,";78634;"11th,";7;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2016";37;"Self-emp-inc,";190759;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2017";30;"Self-emp-not-inc,";87561;"Some-college,";10;"Never-married,";"Adm-clerical,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2018";67;"Private,";158301;"HS-grad,";9;"Divorced,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2019";39;"Private,";188503;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Wife,";"White,";"Female,";0;0;60;"United-States,";">50K"
"2020";51;"Self-emp-inc,";54342;"Prof-school,";15;"Divorced,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";27828;0;60;"United-States,";">50K"
"2021";36;"Private,";51089;"Bachelors,";13;"Never-married,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2022";44;"Self-emp-not-inc,";70884;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2023";48;"Local-gov,";383384;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2024";46;"Private,";251474;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2025";50;"Private,";93730;"10th,";6;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2026";51;"Local-gov,";96678;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2027";43;"Private,";45156;"Some-college,";10;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2028";37;"Self-emp-not-inc,";137527;"Doctorate,";16;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;2559;60;"United-States,";"<=50K"
"2029";19;"Private,";175081;"9th,";5;"Never-married,";"Craft-repair,";"Other-relative,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2030";50;"Self-emp-not-inc,";167728;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2031";30;"Self-emp-inc,";356689;"HS-grad,";9;"Married-civ-spouse,";"Handlers-cleaners,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2032";43;"Self-emp-not-inc,";350387;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2033";25;"Private,";200318;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2034";60;"Private,";113440;"Bachelors,";13;"Divorced,";"Exec-managerial,";"Own-child,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2035";38;"Private,";234298;"Bachelors,";13;"Divorced,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";6849;0;60;"United-States,";"<=50K"
"2036";40;"State-gov,";377018;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2037";40;"Private,";155972;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2038";40;"Local-gov,";99679;"Prof-school,";15;"Never-married,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2039";42;"Private,";121055;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2040";41;"Private,";30759;"7th-8th,";4;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2041";41;"Self-emp-not-inc,";134130;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2042";49;"Local-gov,";275074;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2043";50;"Local-gov,";100480;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2044";23;"Private,";117606;"Bachelors,";13;"Never-married,";"Exec-managerial,";"Own-child,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2045";46;"Private,";78529;"Bachelors,";13;"Married-civ-spouse,";"Tech-support,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2046";25;"Private,";122489;"Bachelors,";13;"Never-married,";"Exec-managerial,";"Own-child,";"White,";"Female,";0;1726;60;"United-States,";"<=50K"
"2047";42;"Private,";319588;"Bachelors,";13;"Married-spouse-absent,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2048";46;"Self-emp-inc,";201865;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2049";49;"Self-emp-inc,";101722;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2050";42;"Self-emp-inc,";188615;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2051";36;"State-gov,";196348;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2052";37;"Private,";169426;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2053";27;"State-gov,";271328;"Bachelors,";13;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2054";29;"Private,";180758;"Assoc-acdm,";12;"Never-married,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2055";46;"Private,";54190;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2056";72;"Private,";107814;"Masters,";14;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";2329;0;60;"United-States,";"<=50K"
"2057";35;"Private,";143058;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2058";27;"Private,";69757;"Some-college,";10;"Never-married,";"Adm-clerical,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2059";30;"Private,";114912;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";3103;0;60;"United-States,";">50K"
"2060";58;"Self-emp-not-inc,";95763;"Some-college,";10;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2061";26;"Self-emp-not-inc,";37918;"HS-grad,";9;"Never-married,";"Farming-fishing,";"Own-child,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2062";25;"Private,";208881;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2063";38;"Private,";184801;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2064";40;"Private,";225823;"Some-college,";10;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2065";21;"Private,";176486;"HS-grad,";9;"Married-spouse-absent,";"Exec-managerial,";"Other-relative,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2066";50;"Private,";270194;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2067";39;"Self-emp-inc,";117555;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2068";47;"Private,";178341;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";4064;0;60;"United-States,";"<=50K"
"2069";42;"Self-emp-inc,";1097453;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2070";31;"Private,";50276;"Bachelors,";13;"Divorced,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2071";34;"Self-emp-not-inc,";156809;"Some-college,";10;"Never-married,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;1504;60;"United-States,";"<=50K"
"2072";38;"Private,";154669;"HS-grad,";9;"Separated,";"Sales,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2073";55;"Self-emp-not-inc,";26683;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2074";53;"Private,";317313;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2075";44;"Private,";96249;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2076";24;"Private,";217602;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2077";34;"Private,";473133;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2078";44;"Private,";165815;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2079";24;"Private,";155066;"11th,";7;"Married-civ-spouse,";"Machine-op-inspct,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2080";55;"Private,";125000;"Prof-school,";15;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2081";32;"Private,";115989;"11th,";7;"Married-civ-spouse,";"Other-service,";"Wife,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2082";47;"Private,";71221;"HS-grad,";9;"Divorced,";"Machine-op-inspct,";"Unmarried,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2083";32;"Self-emp-not-inc,";189461;"HS-grad,";9;"Never-married,";"Other-service,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2084";31;"Self-emp-not-inc,";144949;"Bachelors,";13;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2085";28;"Private,";214702;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2086";24;"Private,";278107;"HS-grad,";9;"Never-married,";"Craft-repair,";"Own-child,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2087";29;"Private,";151382;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2088";40;"Self-emp-not-inc,";30759;"Assoc-voc,";11;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2089";19;"?,";39460;"HS-grad,";9;"Never-married,";"?,";"Own-child,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2090";38;"Private,";114059;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2091";44;"Self-emp-inc,";178510;"Some-college,";10;"Never-married,";"Sales,";"Not-in-family,";"White,";"Male,";0;2258;60;"United-States,";"<=50K"
"2092";64;"Private,";47298;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2093";44;"Private,";125461;"Doctorate,";16;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2094";42;"?,";116632;"Some-college,";10;"Married-civ-spouse,";"?,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2095";57;"Self-emp-inc,";127728;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";15024;0;60;"United-States,";">50K"
"2096";60;"Local-gov,";255711;"Bachelors,";13;"Widowed,";"Prof-specialty,";"Unmarried,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"2097";24;"Private,";403671;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2098";48;"Private,";145636;"HS-grad,";9;"Married-civ-spouse,";"Machine-op-inspct,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"2099";38;"Local-gov,";73715;"Some-college,";10;"Married-civ-spouse,";"Protective-serv,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2100";38;"Private,";43712;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";7298;0;60;"United-States,";">50K"
"2101";47;"Private,";78529;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"2102";33;"Private,";263561;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
